"day","form","Study ID","Q1","Q1.1","Q2","Q2/joyful_happy","Q2/thrilled_enthusiastic","Q2/calm_relaxed","Q2/accomplished_productive","Q2/upset_angry","Q2/exhausted_tired","Q2/bored_lethargic","Q2/irritated_frustrated","...15","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","PP","PP-F","WB","WB-F","Total","Total-F"
1,1,"P001",-6,0,"bored_lethargic",0,0,0,0,0,0,1,0,2,4,5,5,3,4,5,5,4,6,1,"other",-6,4.2,4,5,5,3.22222222222222,3
2,2,"P001",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,1,0,0,5,5,5,6,0,NA,NA,0.6,1,5.25,5,5.33333333333333,5
3,1,"P001",-1,2.5,"exhausted_tired",0,0,0,0,0,1,0,0,2,4,4,4,3,4,3,4,4,3,0,NA,NA,3.8,4,3.5,4,2.77777777777778,3
6,1,"P001",-2,2,"exhausted_tired",0,0,0,0,0,1,0,0,2,3,3,4,0,3,3,4,4,3,0,NA,NA,2.6,3,3.5,4,3.44444444444444,3
7,1,"P001",1,3.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,NA,0,0,0.75,1,3.66666666666667,4
8,1,"P001",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,NA,NA,0.2,0,0.75,1,3.55555555555556,4
9,2,"P001",2,4,"exhausted_tired",0,0,0,0,0,1,0,0,3,5,5,1,0,0,1,3,3,3,0,NA,NA,2.2,2,2.5,3,3.22222222222222,3
10,2,"P001",-1,2.5,"irritated_frustrated",0,0,0,0,0,0,0,1,2,3,4,4,0,4,3,3,3,3,0,NA,NA,3,3,3,3,3,3
11,2,"P001",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,NA,NA,0.8,1,3,3,4.22222222222222,4
12,1,"P001",-1,2.5,"upset_angry",0,0,0,0,1,0,0,0,3,5,5,5,0,5,3,3,3,3,0,NA,NA,4,4,3,3,2.44444444444444,2
13,1,"P001",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,4,0,0,0,3,3,3,3,0,NA,NA,1.6,2,3,3,3.77777777777778,4
14,2,"P001",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,0,NA,NA,0.2,0,3,3,4.55555555555556,5
15,2,"P001",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
16,2,"P001",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
17,1,"P001",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
18,2,"P001",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
19,2,"P001",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
20,2,"P001",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
21,2,"P001",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
22,1,"P001",0,3,"thrilled_enthusiastic calm_relaxed",0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
23,2,"P001",1,3.5,"upset_angry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
24,1,"P001",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
25,1,"P001",-1,2.5,"upset_angry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
26,2,"P001",1,3.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
27,1,"P001",0,3,"accomplished_productive bored_lethargic",0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
28,1,"P001",0,3,"upset_angry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
29,2,"P001",0,3,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
30,1,"P001",0,3,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
1,1,"P002",5,5.5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,3,0,4,5,5,5,0,NA,NA,0.6,1,4.75,5,5.11111111111111,5
2,2,"P002",4,5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,5,0,NA,NA,0.2,0,4.25,4,5.11111111111111,5
3,1,"P002",4,5,"joyful_happy calm_relaxed irritated_frustrated",1,0,1,0,0,0,0,1,0,0,1,2,0,1,4,4,5,3,0,NA,NA,0.8,1,4,4,4.66666666666667,5
4,1,"P002",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,0,NA,NA,0,0,5.25,5,5.66666666666667,6
5,2,"P002",4,5,"calm_relaxed accomplished_productive",0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,6,6,0,NA,NA,0,0,5.5,6,5.77777777777778,6
6,1,"P002",4,5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
7,1,"P002",2,4,"accomplished_productive upset_angry exhausted_tired",0,0,0,1,1,1,0,0,1,1,1,1,0,0,6,6,6,6,0,NA,NA,0.6,1,6,6,5.66666666666667,6
8,2,"P002",5,5.5,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
9,2,"P002",4,5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
10,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
11,1,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
12,2,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
13,1,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed exhausted_tired",1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
14,1,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
15,2,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
16,2,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
17,2,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
18,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
19,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
20,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
21,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
22,2,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
23,1,"P002",6,6,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
24,1,"P002",6,6,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
25,1,"P002",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
26,2,"P002",6,6,"calm_relaxed accomplished_productive",0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
27,1,"P002",6,6,"calm_relaxed accomplished_productive exhausted_tired",0,0,1,1,0,1,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
28,2,"P002",6,6,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,0,0,0,6,6,6,6,0,NA,NA,0.4,0,6,6,5.77777777777778,6
29,2,"P002",6,6,"calm_relaxed accomplished_productive exhausted_tired",0,0,1,1,0,1,0,0,0,0,0,0,0,0,6,5,5,6,0,NA,NA,0,0,5.5,6,5.77777777777778,6
30,1,"P002",6,6,"calm_relaxed accomplished_productive",0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
1,1,"P003",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,2,4,4,1,0,0,0,0,0,2,1,"home",-4,1.8,2,0.5,1,2.55555555555556,3
2,1,"P003",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,NA,NA,0,0,3.5,4,4.88888888888889,5
3,1,"P003",-1,2.5,"exhausted_tired",0,0,0,0,0,1,0,0,3,5,6,4,1,0,3,4,1,0,0,NA,NA,3.2,3,2,2,2.44444444444444,2
4,2,"P003",2,4,"accomplished_productive",0,0,0,1,0,0,0,0,2,4,4,0,0,0,4,4,4,4,0,NA,NA,1.6,2,4,4,4.22222222222222,4
5,2,"P003",2,4,"thrilled_enthusiastic accomplished_productive",0,1,0,1,0,0,0,0,1,2,1,0,0,0,6,4,6,4,0,NA,NA,0.6,1,5,5,5.22222222222222,5
6,2,"P003",-4,1,"accomplished_productive exhausted_tired irritated_frustrated",0,0,0,1,0,1,0,1,3,6,6,3,0,0,3,6,6,0,1,"other",-1,3,3,3.75,4,3.33333333333333,3
7,1,"P003",0,3,"exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,0,1,1,1,3,5,6,2,0,0,6,1,1,2,0,NA,NA,2.6,3,2.5,3,3,3
8,2,"P003",3,4.5,"calm_relaxed accomplished_productive exhausted_tired",0,0,1,1,0,1,0,0,1,1,1,0,0,0,4,6,6,4,0,NA,NA,0.4,0,5,5,5.33333333333333,5
9,1,"P003",4,5,"thrilled_enthusiastic accomplished_productive exhausted_tired",0,1,0,1,0,1,0,0,1,1,5,0,0,0,3,6,6,3,0,NA,NA,1.2,1,4.5,5,4.66666666666667,5
10,2,"P003",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,1,0,1,0,0,4,4,3,0,NA,NA,1,1,2.75,3,4,4
11,2,"P003",-3,1.5,"accomplished_productive exhausted_tired irritated_frustrated",0,0,0,1,0,1,0,1,1,2,1,1,0,0,5,2,3,0,1,"work",-4,0.8,1,2.5,3,4,4
12,1,"P003",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,NA,NA,0,0,2.25,2,4.33333333333333,4
13,1,"P003",1,3.5,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,2,3,3,1,0,0,3,2,2,0,0,NA,NA,1.4,1,1.75,2,3.33333333333333,3
14,2,"P003",3,4.5,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,2,4,5,2,0,0,3,2,6,3,1,"work",-3,2.2,2,3.5,4,3.66666666666667,4
15,1,"P003",-4,1,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,2,4,6,5,3,2,0,0,0,4,1,"work",-6,4,4,1,1,1.55555555555556,2
16,1,"P003",1,3.5,"calm_relaxed exhausted_tired bored_lethargic",0,0,1,0,0,1,1,0,2,3,3,5,0,4,2,0,0,3,0,NA,NA,3,3,1.25,1,2.22222222222222,2
17,2,"P003",-5,0.5,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,2,4,6,4,2,3,3,2,0,0,1,"other",-6,3.8,4,1.25,1,1.77777777777778,2
18,2,"P003",2,4,"calm_relaxed exhausted_tired irritated_frustrated",0,0,1,0,0,1,0,1,1,1,5,0,0,0,3,0,0,0,1,"other",-2,1.2,1,0.75,1,3,3
19,2,"P003",5,5.5,"joyful_happy thrilled_enthusiastic accomplished_productive exhausted_tired",1,1,0,1,0,1,0,0,1,1,1,0,0,0,6,4,6,6,1,"friends",6,0.4,0,5.5,6,5.55555555555556,6
20,2,"P003",-2,2,"accomplished_productive exhausted_tired irritated_frustrated",0,0,0,1,0,1,0,1,2,3,2,0,2,0,3,4,4,2,1,"work",-2,1.4,1,3.25,3,4,4
21,1,"P003",2,4,"calm_relaxed exhausted_tired irritated_frustrated",0,0,1,0,0,1,0,1,1,1,3,0,2,2,0,0,0,5,1,"other",0,1.6,2,1.25,1,3,3
22,2,"P003",0,3,"exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,0,1,1,1,1,2,2,1,6,0,6,6,6,0,1,"work",5,2.2,2,4.5,5,4.11111111111111,4
23,1,"P003",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,6,6,0,NA,NA,0.2,0,3.75,4,4.88888888888889,5
24,2,"P003",-3,1.5,"accomplished_productive upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,1,1,1,1,1,2,4,5,5,6,3,0,6,6,2,1,"other",-3,4.6,5,3.5,4,2.33333333333333,2
25,1,"P003",4,5,"accomplished_productive",0,0,0,1,0,0,0,0,1,1,1,0,0,0,6,6,6,6,0,NA,NA,0.4,0,6,6,5.77777777777778,6
26,1,"P003",4,5,"calm_relaxed accomplished_productive",0,0,1,1,0,0,0,0,1,1,1,1,2,0,6,4,6,4,1,"friends",5,1,1,5,5,5,5
27,1,"P003",-6,0,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,3,6,3,6,3,6,0,0,0,0,1,"friends",-6,4.8,5,0,0,0.666666666666667,1
28,2,"P003",-6,0,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,3,6,6,6,6,6,0,0,0,0,1,"work",-6,6,6,0,0,0,0
29,1,"P003",2,4,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,0,0,2,2,0,0,3,4,4,6,0,NA,NA,0.8,1,4.25,4,4.77777777777778,5
30,2,"P003",1,3.5,"calm_relaxed exhausted_tired irritated_frustrated",0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,3,2,3,1,"home",0,0.8,1,2,2,3.77777777777778,4
1,2,"P004",-3,1.5,"exhausted_tired",0,0,0,0,0,1,0,0,1,2,3,1,0,0,2,3,3,2,0,NA,NA,1.2,1,2.5,3,3.77777777777778,4
2,1,"P004",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,3,3,3,0,NA,NA,0.6,1,3.25,3,4.44444444444444,4
3,1,"P004",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,6,0,NA,NA,0,0,5.5,6,5.77777777777778,6
4,2,"P004",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,1,4,0,5,4,5,5,0,NA,NA,1,1,4.75,5,4.88888888888889,5
5,2,"P004",-5,0.5,"upset_angry",0,0,0,0,1,0,0,0,3,6,6,6,5,5,0,0,0,0,1,"work",-5,5.6,6,0,0,0.222222222222222,0
6,2,"P004",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,1,6,2,3,3,3,4,0,NA,NA,2.2,2,3.25,3,3.55555555555556,4
7,1,"P004",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,2,1,6,0,5,4,5,5,0,NA,NA,2,2,4.75,5,4.33333333333333,4
8,1,"P004",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,NA,NA,0,0,2.25,2,4.33333333333333,4
9,1,"P004",-2,2,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,"other",-5,0.6,1,0,0,3,3
10,1,"P004",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,1,1,4,0,0,0,5,4,5,5,0,NA,NA,1,1,4.75,5,4.88888888888889,5
11,2,"P004",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
12,1,"P004",2,4,"bored_lethargic",0,0,0,0,0,0,1,0,1,2,3,0,0,0,4,4,4,3,1,"work",2,1,1,3.75,4,4.44444444444444,4
13,2,"P004",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
14,2,"P004",-2,2,"irritated_frustrated",0,0,0,0,0,0,0,1,2,3,3,3,2,3,4,2,2,1,1,"work",-3,2.8,3,2.25,2,2.77777777777778,3
15,1,"P004",-6,0,"joyful_happy upset_angry",1,0,0,0,1,0,0,0,3,6,6,6,6,6,0,0,0,0,1,"home",-6,6,6,0,0,0,0
16,2,"P004",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,1,2,3,0,3,3,3,0,NA,NA,1.4,1,2.25,2,3.55555555555556,4
17,1,"P004",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,1,2,3,3,3,3,0,2,2,3,1,"home",-4,2.8,3,1.75,2,2.55555555555556,3
18,1,"P004",2,4,"exhausted_tired",0,0,0,0,0,1,0,0,1,1,1,1,6,6,2,2,2,2,1,"home",-4,3,3,2,2,2.55555555555556,3
19,2,"P004",-4,1,"upset_angry",0,0,0,0,1,0,0,0,3,5,5,5,6,5,1,1,1,0,1,"friends",-6,5.2,5,0.75,1,0.777777777777778,1
20,2,"P004",4,5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
21,2,"P004",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
22,2,"P004",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
23,1,"P004",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
24,2,"P004",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
25,1,"P004",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
26,2,"P004",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
27,2,"P004",5,5.5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,3,0,NA,NA,0,0,3.25,3,4.77777777777778,5
28,2,"P004",-6,0,"exhausted_tired",0,0,0,0,0,1,0,0,3,6,6,6,6,6,6,6,6,6,1,"other",-5,6,6,6,6,2.66666666666667,3
29,1,"P004",6,6,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
30,2,"P004",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
1,2,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,1,5,1,3,3,4,3,0,NA,NA,2.2,2,3.25,3,3.55555555555556,4
2,2,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,1,"home",5,0,0,3.75,4,5,5
3,1,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,1,1,1,5,4,4,5,1,"home",4,1,1,4.5,5,4.77777777777778,5
4,1,"P005",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,1,"work",3,3,3,3,3,3,3
5,2,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,5,3,3,1,"friends",5,0.2,0,3.5,4,4.77777777777778,5
6,2,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,1,"friends",6,0,0,5.25,5,5.66666666666667,6
7,2,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,1,"friends",6,0,0,5.25,5,5.66666666666667,6
9,1,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,1,"friends",6,0,0,3.75,4,5,5
10,1,"P005",-5,0.5,"exhausted_tired",0,0,0,0,0,1,0,0,2,3,2,2,3,4,3,3,4,3,0,NA,NA,2.8,3,3.25,3,3.22222222222222,3
11,1,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,0,NA,NA,0.4,0,3,3,4.44444444444444,4
12,2,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,NA,NA,0,0,3.75,4,5,5
13,2,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,NA,NA,0,0,3.75,4,5,5
14,1,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
15,2,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,0,NA,NA,0,0,5.5,6,5.77777777777778,6
16,1,"P005",4,5,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,3,3,3,1,"home",3,0.6,1,3,3,4.33333333333333,4
17,1,"P005",3,4.5,"upset_angry",0,0,0,0,1,0,0,0,1,1,1,1,0,1,3,3,3,3,1,"home",4,0.8,1,3,3,4.22222222222222,4
18,2,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,NA,NA,0,0,2.25,2,4.33333333333333,4
19,1,"P005",6,6,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,0,NA,NA,0,0,5.25,5,5.66666666666667,6
20,2,"P005",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,NA,NA,0,0,3.5,4,4.88888888888889,5
21,1,"P005",2,4,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,NA,NA,0,0,4,4,5.11111111111111,5
22,1,"P005",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,0,NA,NA,0,0,4.75,5,5.44444444444444,5
23,2,"P005",-2,2,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,NA,NA,0,0,3.5,4,4.88888888888889,5
24,1,"P005",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,NA,NA,0,0,3.5,4,4.88888888888889,5
25,1,"P005",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,NA,NA,0,0,4.25,4,5.22222222222222,5
26,2,"P005",3,4.5,"upset_angry",0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,3,3,2,1,"home",3,0.8,1,2.75,3,4.11111111111111,4
27,2,"P005",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,NA,NA,0,0,4.25,4,5.22222222222222,5
28,1,"P005",6,6,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,NA,NA,0,0,4.25,4,5.22222222222222,5
29,1,"P005",0,3,"joyful_happy calm_relaxed",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,0,NA,NA,0,0,5.25,5,5.66666666666667,6
30,2,"P005",6,6,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,NA,NA,0,0,3.25,3,4.77777777777778,5
1,2,"P006",3,4.5,"joyful_happy calm_relaxed accomplished_productive upset_angry exhausted_tired",1,0,1,1,1,1,0,0,2,4,4,4,3,4,2,2,2,2,1,"friends",5,3.8,4,2,2,2.11111111111111,2
2,2,"P006",0,3,"calm_relaxed exhausted_tired bored_lethargic",0,0,1,0,0,1,1,0,0,0,2,0,0,2,0,0,2,1,0,NA,NA,0.8,1,0.75,1,3.22222222222222,3
3,1,"P006",3,4.5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,1,2,4,0,0,0,0,5,5,5,0,NA,NA,1.2,1,3.75,4,4.33333333333333,4
4,2,"P006",5,5.5,"joyful_happy thrilled_enthusiastic accomplished_productive",1,1,0,1,0,0,0,0,1,1,1,0,4,0,5,5,5,5,1,"friends",2,1.2,1,5,5,4.88888888888889,5
5,2,"P006",-1,2.5,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,5,5,5,0,0,3,5,2,4,1,"friends",6,3,3,3.5,4,3.22222222222222,3
6,2,"P006",4,5,"joyful_happy thrilled_enthusiastic accomplished_productive upset_angry irritated_frustrated",1,1,0,1,1,0,0,1,2,4,4,0,0,3,4,5,5,5,0,NA,NA,2.2,2,4.75,5,4.22222222222222,4
