"day","form","Study ID","Q1","Q1.1","Q2","Q2/joyful_happy","Q2/thrilled_enthusiastic","Q2/calm_relaxed","Q2/accomplished_productive","Q2/upset_angry","Q2/exhausted_tired","Q2/bored_lethargic","Q2/irritated_frustrated","...15","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","PP","PP-F","WB","WB-F","Total","Total-F"
29,2,"P013",4,5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,1,2,1,2,1,1,5,5,5,5,0,NA,NA,1.4,1,5,5,4.77777777777778,5
30,1,"P013",5,5.5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,1,1,1,1,1,1,6,6,6,6,1,"home",5,1,1,6,6,5.44444444444444,5
1,1,"P014",3,4.5,"bored_lethargic",0,0,0,0,0,0,1,0,1,2,1,2,4,1,4,2,2,2,0,NA,NA,2,2,2.5,3,3.33333333333333,3
2,1,"P014",3,4.5,"accomplished_productive",0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,NA,NA,1,1,1,1,3.22222222222222,3
3,1,"P014",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,0,NA,NA,1,1,5,5,5,5
4,1,"P014",-1,2.5,"upset_angry",0,0,0,0,1,0,0,0,3,5,5,5,5,5,1,1,1,1,0,NA,NA,5,5,1,1,1,1
5,2,"P014",-4,1,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,6,6,6,6,6,0,0,0,0,1,"work",-5,6,6,0,0,0,0
6,2,"P014",-2,2,"irritated_frustrated",0,0,0,0,0,0,0,1,3,5,5,5,5,5,1,1,1,1,0,NA,NA,5,5,1,1,1,1
7,1,"P014",-1,2.5,"bored_lethargic",0,0,0,0,0,0,1,0,2,4,4,4,4,4,4,4,2,2,0,NA,NA,4,4,3,3,2.44444444444444,2
8,1,"P014",-2,2,"upset_angry irritated_frustrated",0,0,0,0,1,0,0,1,3,6,6,6,6,6,0,0,0,0,0,NA,NA,6,6,0,0,0,0
9,1,"P014",-1,2.5,"upset_angry exhausted_tired",0,0,0,0,1,1,0,0,3,6,6,6,6,6,2,2,2,2,0,NA,NA,6,6,2,2,0.888888888888889,1
10,2,"P014",-4,1,"upset_angry",0,0,0,0,1,0,0,0,3,6,6,6,6,6,0,0,0,0,0,NA,NA,6,6,0,0,0,0
11,1,"P014",-4,1,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.33333333333333,3
12,1,"P014",-3,1.5,"upset_angry",0,0,0,0,1,0,0,0,3,6,6,6,5,4,3,1,0,0,0,NA,NA,5.4,5,1,1,0.777777777777778,1
13,2,"P014",-5,0.5,"irritated_frustrated",0,0,0,0,0,0,0,1,3,6,6,6,6,5,1,1,1,1,0,NA,NA,5.8,6,1,1,0.555555555555556,1
14,1,"P014",-5,0.5,"upset_angry",0,0,0,0,1,0,0,0,3,6,6,6,5,6,4,3,0,0,0,NA,NA,5.8,6,1.75,2,0.888888888888889,1
15,1,"P014",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,1,1,1,1,6,2,1,1,1,1,0,NA,NA,2.2,2,1,1,2.55555555555556,3
16,1,"P014",0,3,"bored_lethargic",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,NA,NA,1,1,1.5,2,3.44444444444444,3
17,2,"P014",-1,2.5,"bored_lethargic",0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,3,0,NA,NA,1,1,2.25,2,3.77777777777778,4
18,1,"P014",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,3,6,5,5,4,5,4,3,3,1,0,NA,NA,5,5,2.75,3,1.77777777777778,2
19,2,"P014",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,3,5,5,5,5,4,2,3,3,1,0,NA,NA,4.8,5,2.25,2,1.66666666666667,2
20,2,"P014",-5,0.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,0,0,5,0,6,5,5,4,0,NA,NA,1.2,1,5,5,4.88888888888889,5
21,2,"P014",2,4,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,NA,NA,0.4,0,0.5,1,3.33333333333333,3
22,1,"P014",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,0,NA,NA,0,0,5.75,6,5.88888888888889,6
23,2,"P014",0,3,"irritated_frustrated",0,0,0,0,0,0,0,1,2,4,4,4,4,3,4,3,4,4,0,NA,NA,3.8,4,3.75,4,2.88888888888889,3
24,1,"P014",-3,1.5,"exhausted_tired",0,0,0,0,0,1,0,0,3,5,5,5,4,3,6,5,3,2,0,NA,NA,4.4,4,4,4,2.66666666666667,3
25,2,"P014",-1,2.5,"bored_lethargic",0,0,0,0,0,0,1,0,1,1,1,1,2,4,3,3,1,4,0,NA,NA,1.8,2,2.75,3,3.55555555555556,4
26,2,"P014",-1,2.5,"irritated_frustrated",0,0,0,0,0,0,0,1,3,5,5,5,4,2,1,1,1,0,0,NA,NA,4.2,4,0.75,1,1.33333333333333,1
27,2,"P014",3,4.5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,2,4,4,3,3,3,5,4,4,3,0,NA,NA,3.4,3,4,4,3.22222222222222,3
28,1,"P014",-3,1.5,"irritated_frustrated",0,0,0,0,0,0,0,1,3,5,5,4,5,4,1,1,1,2,0,NA,NA,4.6,5,1.25,1,1.33333333333333,1
29,2,"P014",1,3.5,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,1,1,0,1,0,1,4,4,5,3,0,NA,NA,0.6,1,4,4,4.77777777777778,5
30,2,"P014",-4,1,"irritated_frustrated",0,0,0,0,0,0,0,1,1,1,6,6,5,5,2,1,0,0,0,NA,NA,4.6,5,0.75,1,1.11111111111111,1
1,1,"P015",-3,1.5,"bored_lethargic",0,0,0,0,0,0,1,0,2,4,5,3,1,4,3,1,5,1,0,NA,NA,3.4,3,2.5,3,2.55555555555556,3
2,1,"P015",2,4,"joyful_happy thrilled_enthusiastic accomplished_productive",1,1,0,1,0,0,0,0,1,1,4,4,2,5,2,2,1,4,0,NA,NA,3.2,3,2.25,2,2.55555555555556,3
3,2,"P015",-6,0,"irritated_frustrated",0,0,0,0,0,0,0,1,3,5,5,5,0,4,5,4,4,4,1,"friends",-6,3.8,4,4.25,4,3.11111111111111,3
4,2,"P015",2,4,"thrilled_enthusiastic accomplished_productive",0,1,0,1,0,0,0,0,1,1,5,4,2,4,1,4,1,4,0,NA,NA,3.2,3,2.5,3,2.66666666666667,3
5,1,"P015",1,3.5,"joyful_happy",1,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,4,0,NA,NA,2.8,3,3.25,3,3.22222222222222,3
6,1,"P015",1,3.5,"thrilled_enthusiastic",0,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,1,"friends",-6,3,3,3,3,3,3
7,2,"P015",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
8,1,"P015",-3,1.5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,3,4,1,2,4,2,2,4,0,NA,NA,2,2,3,3,3.55555555555556,4
9,1,"P015",0,3,"calm_relaxed upset_angry exhausted_tired bored_lethargic",0,0,1,0,1,1,1,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
10,2,"P015",3,4.5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive upset_angry",1,1,1,1,1,0,0,0,2,4,3,3,3,3,3,3,3,3,0,NA,NA,3.2,3,3,3,2.88888888888889,3
11,1,"P015",6,6,"joyful_happy thrilled_enthusiastic accomplished_productive",1,1,0,1,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
12,2,"P015",3,4.5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
13,1,"P015",3,4.5,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,3,5,4,4,2,4,2,2,3,5,0,NA,NA,3.8,4,3,3,2.55555555555556,3
14,2,"P015",5,5.5,"joyful_happy thrilled_enthusiastic calm_relaxed accomplished_productive",1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
15,2,"P015",4,5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
16,1,"P015",1,3.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
17,2,"P015",1,3.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
18,2,"P015",2,4,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,1,"work",-6,3,3,3,3,3,3
19,1,"P015",-6,0,"accomplished_productive upset_angry exhausted_tired irritated_frustrated",0,0,0,1,1,1,0,1,3,6,5,4,3,5,3,3,0,4,0,NA,NA,4.6,5,2.5,3,1.88888888888889,2
20,1,"P015",1,3.5,"thrilled_enthusiastic calm_relaxed bored_lethargic",0,1,1,0,0,0,1,0,1,2,3,2,3,3,4,2,4,2,0,NA,NA,2.6,3,3,3,3.22222222222222,3
21,2,"P015",3,4.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,0,NA,NA,2.8,3,3,3,3.11111111111111,3
22,2,"P015",1,3.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,4,3,3,2,4,2,3,3,3,0,NA,NA,3.2,3,2.75,3,2.77777777777778,3
23,2,"P015",0,3,"joyful_happy thrilled_enthusiastic calm_relaxed exhausted_tired",1,1,1,0,0,1,0,0,2,4,3,3,3,3,4,3,3,4,0,NA,NA,3.2,3,3.5,4,3.11111111111111,3
24,2,"P015",0,3,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
25,1,"P015",2,4,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
26,2,"P015",3,4.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,1,2,3,3,4,2,4,3,2,3,0,NA,NA,2.8,3,3,3,3.11111111111111,3
27,2,"P015",2,4,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,4,3,2,3,3,3,3,3,2,0,NA,NA,3,3,2.75,3,2.88888888888889,3
28,2,"P015",2,4,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
29,2,"P015",1,3.5,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
30,1,"P015",0,3,"joyful_happy thrilled_enthusiastic",1,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
1,2,"P016",-3,1.5,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,2,4,5,3,0,3,0,0,0,0,0,NA,NA,3,3,0,0,1.66666666666667,2
2,1,"P016",0,3,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,2,4,2,3,4,5,0,0,0,0,0,NA,NA,3.6,4,0,0,1.33333333333333,1
3,1,"P016",4,5,"thrilled_enthusiastic accomplished_productive exhausted_tired irritated_frustrated",0,1,0,1,0,1,0,1,0,0,4,2,0,0,5,6,6,6,1,"work",6,1.2,1,5.75,6,5.22222222222222,5
4,1,"P016",4,5,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,2,3,4,5,4,5,4,4,4,5,0,NA,NA,4.2,4,4.25,4,2.88888888888889,3
5,2,"P016",4,5,"accomplished_productive upset_angry",0,0,0,1,1,0,0,0,2,4,4,3,1,4,0,4,4,4,0,NA,NA,3.2,3,3,3,2.88888888888889,3
6,1,"P016",5,5.5,"calm_relaxed accomplished_productive",0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,4,5,4,0,NA,NA,0.8,1,4,4,4.66666666666667,5
7,2,"P016",4,5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,2,3,3,0,0,0,4,5,6,5,0,NA,NA,1.2,1,5,5,4.88888888888889,5
8,2,"P016",4,5,"calm_relaxed accomplished_productive irritated_frustrated",0,0,1,1,0,0,0,1,2,3,3,0,0,0,6,6,6,6,0,NA,NA,1.2,1,6,6,5.33333333333333,5
9,2,"P016",4,5,"joyful_happy calm_relaxed accomplished_productive",1,0,1,1,0,0,0,0,0,0,4,1,0,0,4,5,5,5,0,NA,NA,1,1,4.75,5,4.88888888888889,5
10,1,"P016",4,5,"thrilled_enthusiastic calm_relaxed accomplished_productive",0,1,1,1,0,0,0,0,2,4,4,4,0,0,1,0,1,1,0,NA,NA,2.4,2,0.75,1,2.33333333333333,2
11,2,"P016",5,5.5,"accomplished_productive irritated_frustrated",0,0,0,1,0,0,0,1,3,5,5,0,0,3,0,4,4,4,0,NA,NA,2.6,3,3,3,3.22222222222222,3
12,2,"P016",1,3.5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,3,5,5,4,0,0,4,5,5,3,0,NA,NA,2.8,3,4.25,4,3.66666666666667,4
13,2,"P016",3,4.5,"calm_relaxed accomplished_productive exhausted_tired",0,0,1,1,0,1,0,0,2,3,0,0,0,0,4,6,6,6,0,NA,NA,0.6,1,5.5,6,5.44444444444444,5
14,1,"P016",1,3.5,"exhausted_tired irritated_frustrated",0,0,0,0,0,1,0,1,0,0,5,3,0,0,0,5,4,4,0,NA,NA,1.6,2,3.25,3,3.88888888888889,4
15,1,"P016",4,5,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,2,3,0,0,0,0,5,4,4,4,0,NA,NA,0.6,1,4.25,4,4.88888888888889,5
16,1,"P016",3,4.5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,2,3,3,0,0,0,5,0,4,3,0,NA,NA,1.2,1,3,3,4,4
17,1,"P016",4,5,"accomplished_productive exhausted_tired",0,0,0,1,0,1,0,0,0,0,0,0,4,0,5,6,6,6,0,NA,NA,0.8,1,5.75,6,5.44444444444444,5
19,1,"P016",4,5,"calm_relaxed accomplished_productive upset_angry exhausted_tired irritated_frustrated",0,0,1,1,1,1,0,1,2,3,4,1,4,6,4,5,5,5,0,NA,NA,3.6,4,4.75,5,3.44444444444444,3
20,2,"P016",3,4.5,"thrilled_enthusiastic calm_relaxed accomplished_productive",0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,5,5,0,NA,NA,0.2,0,5,5,5.44444444444444,5
21,2,"P016",3,4.5,"joyful_happy accomplished_productive irritated_frustrated",1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,5,5,0,NA,NA,0,0,4.5,5,5.33333333333333,5
22,1,"P016",4,5,"accomplished_productive bored_lethargic",0,0,0,1,0,0,1,0,2,4,0,0,0,0,4,5,5,3,0,NA,NA,0.8,1,4.25,4,4.77777777777778,5
23,2,"P016",1,3.5,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,2,4,4,4,0,5,4,1,1,1,0,NA,NA,3.4,3,1.75,2,2.22222222222222,2
24,2,"P016",2,4,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,5,5,5,5,5,0,0,0,0,0,NA,NA,5,5,0,0,0.555555555555556,1
25,2,"P016",-2,2,"upset_angry exhausted_tired irritated_frustrated",0,0,0,0,1,1,0,1,3,5,5,5,5,5,0,0,0,0,0,NA,NA,5,5,0,0,0.555555555555556,1
26,1,"P016",-3,1.5,"accomplished_productive exhausted_tired irritated_frustrated",0,0,0,1,0,1,0,1,3,5,5,3,3,5,0,4,2,0,0,NA,NA,4.2,4,1.5,2,1.66666666666667,2
27,1,"P016",2,4,"accomplished_productive",0,0,0,1,0,0,0,0,1,2,0,2,0,1,5,5,5,4,0,NA,NA,1,1,4.75,5,4.88888888888889,5
28,1,"P016",3,4.5,"calm_relaxed upset_angry",0,0,1,0,1,0,0,0,0,0,4,4,0,6,4,4,3,4,0,NA,NA,2.8,3,3.75,4,3.44444444444444,3
29,1,"P016",-2,2,"upset_angry exhausted_tired bored_lethargic irritated_frustrated",0,0,0,0,1,1,1,1,3,5,5,5,0,5,0,0,0,0,0,NA,NA,4,4,0,0,1.11111111111111,1
30,2,"P016",3,4.5,"accomplished_productive bored_lethargic irritated_frustrated",0,0,0,1,0,0,1,1,2,4,4,1,0,5,2,3,3,1,0,NA,NA,2.8,3,2.25,2,2.77777777777778,3
1,1,"P017",0,3,"bored_lethargic",0,0,0,0,0,0,1,0,2,3,2,1,1,2,3,4,4,3,0,NA,NA,1.8,2,3.5,4,3.88888888888889,4
3,2,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,1,1,0,1,1,2,3,2,0,NA,NA,1,1,2,2,3.66666666666667,4
4,1,"P017",1,3.5,"exhausted_tired",0,0,0,0,0,1,0,0,1,2,2,2,3,4,3,4,3,3,1,"work",-2,2.6,3,3.25,3,3.33333333333333,3
5,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,3,3,2,2,3,3,4,4,0,NA,NA,2.6,3,3.5,4,3.44444444444444,3
6,1,"P017",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,2,2,2,3,3,3,3,3,0,NA,NA,2.4,2,3,3,3.33333333333333,3
7,2,"P017",2,4,"joyful_happy thrilled_enthusiastic calm_relaxed",1,1,1,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
8,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,3,2,1,1,3,2,2,3,0,NA,NA,2,2,2.5,3,3.33333333333333,3
9,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,3,2,2,2,3,2,3,3,0,NA,NA,2.4,2,2.75,3,3.22222222222222,3
10,2,"P017",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,2,1,1,1,1,2,2,0,NA,NA,1.6,2,1.5,2,3.11111111111111,3
11,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,1,2,1,1,2,1,3,3,3,0,NA,NA,1.4,1,2.5,3,3.66666666666667,4
12,2,"P017",2,4,"accomplished_productive",0,0,0,1,0,0,0,0,2,4,4,2,1,4,3,2,2,1,0,NA,NA,3,3,2,2,2.55555555555556,3
13,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,2,2,3,4,4,3,2,3,0,NA,NA,2.8,3,3,3,3.11111111111111,3
14,2,"P017",0,3,"accomplished_productive",0,0,0,1,0,0,0,0,2,3,3,3,3,3,3,3,3,3,0,NA,NA,3,3,3,3,3,3
15,1,"P017",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,3,2,1,1,3,3,3,2,0,NA,NA,1.8,2,2.75,3,3.55555555555556,4
16,2,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,2,2,1,4,4,4,3,0,NA,NA,1.8,2,3.75,4,4,4
17,2,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,2,2,2,1,3,3,2,3,0,NA,NA,2,2,2.75,3,3.44444444444444,3
18,2,"P017",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,2,3,2,2,1,1,3,3,3,2,0,NA,NA,1.8,2,2.75,3,3.55555555555556,4
19,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,2,1,1,3,3,3,3,0,NA,NA,1.6,2,3,3,3.77777777777778,4
20,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,2,2,3,2,2,4,4,3,0,NA,NA,2.6,3,3.25,3,3.33333333333333,3
21,1,"P017",3,4.5,"accomplished_productive",0,0,0,1,0,0,0,0,2,4,4,4,2,1,3,3,3,4,0,NA,NA,3,3,3.25,3,3.11111111111111,3
22,2,"P017",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,1,1,1,3,3,4,3,0,NA,NA,1.4,1,3.25,3,4,4
23,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,4,1,1,1,3,3,4,4,0,NA,NA,2.2,2,3.5,4,3.66666666666667,4
24,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,3,2,1,1,3,4,4,4,0,NA,NA,2.2,2,3.75,4,3.77777777777778,4
25,2,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,4,3,3,2,1,3,3,3,0,NA,NA,3.2,3,2.5,3,2.66666666666667,3
26,1,"P017",1,3.5,"accomplished_productive",0,0,0,1,0,0,0,0,2,3,3,3,3,4,3,3,3,3,0,NA,NA,3.2,3,3,3,2.88888888888889,3
27,2,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,2,4,2,1,2,3,2,3,2,3,0,NA,NA,2.4,2,2.5,3,3.11111111111111,3
28,1,"P017",1,3.5,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,0,NA,NA,1.8,2,2,2,3.22222222222222,3
29,1,"P017",2,4,"accomplished_productive",0,0,0,1,0,0,0,0,2,4,3,3,2,3,4,4,4,3,0,NA,NA,3,3,3.75,4,3.33333333333333,3
30,1,"P017",2,4,"calm_relaxed",0,0,1,0,0,0,0,0,1,2,3,2,3,2,2,3,2,2,0,NA,NA,2.4,2,2.25,2,3,3
1,2,"P018",4,5,"thrilled_enthusiastic calm_relaxed",0,1,1,0,0,0,0,0,1,1,0,0,2,0,6,6,5,6,0,NA,NA,0.6,1,5.75,6,5.55555555555556,6
2,1,"P018",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,5,3,0,NA,NA,0.2,0,3.75,4,4.88888888888889,5
3,1,"P018",5,5.5,"calm_relaxed bored_lethargic",0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
4,1,"P018",5,5.5,"accomplished_productive exhausted_tired bored_lethargic",0,0,0,1,0,1,1,0,3,5,2,2,1,0,0,2,4,1,0,NA,NA,2,2,1.75,2,3,3
5,1,"P018",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,5,0,NA,NA,0.2,0,4.75,5,5.33333333333333,5
6,2,"P018",-1,2.5,"accomplished_productive",0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,NA,NA,0,0,6,6,6,6
7,1,"P018",5,5.5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
8,1,"P018",3,4.5,"irritated_frustrated",0,0,0,0,0,0,0,1,2,4,3,0,0,0,3,3,3,3,0,NA,NA,1.4,1,3,3,3.88888888888889,4
9,2,"P018",4,5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,NA,NA,0,0,4.5,5,5.33333333333333,5
10,2,"P018",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
11,1,"P018",4,5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
12,1,"P018",4,5,"irritated_frustrated",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
13,2,"P018",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
14,2,"P018",2,4,"exhausted_tired",0,0,0,0,0,1,0,0,1,1,2,1,1,0,3,2,4,2,0,NA,NA,1,1,2.75,3,4,4
15,1,"P018",4,5,"joyful_happy",1,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,5,3,0,NA,NA,0.6,1,4,4,4.77777777777778,5
16,1,"P018",4,5,"thrilled_enthusiastic calm_relaxed",0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
17,2,"P018",3,4.5,"calm_relaxed exhausted_tired",0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
18,2,"P018",3,4.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
19,2,"P018",3,4.5,"thrilled_enthusiastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
20,1,"P018",4,5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,4,3,0,NA,NA,0,0,3.25,3,4.77777777777778,5
21,2,"P018",2,4,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
22,2,"P018",4,5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0,NA,NA,0,0,3.75,4,5,5
23,2,"P018",5,5.5,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,0,0,4,4,5.11111111111111,5
24,2,"P018",3,4.5,"exhausted_tired",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
25,2,"P018",4,5,"thrilled_enthusiastic calm_relaxed",0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
26,1,"P018",3,4.5,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
27,2,"P018",3,4.5,"accomplished_productive",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
28,2,"P018",3,4.5,"irritated_frustrated",0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,3,0,NA,NA,0.2,0,3,3,4.55555555555556,5
29,2,"P018",4,5,"bored_lethargic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,0,NA,NA,0,0,3,3,4.66666666666667,5
30,2,"P018",5,5.5,"joyful_happy",1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,0,NA,NA,0.2,0,3,3,4.55555555555556,5
1,1,"P019",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,NA,NA,0,0,3.75,4,5,5
2,2,"P019",0,3,"calm_relaxed",0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,0,NA,NA,0.2,0,3,3,4.55555555555556,5
